,assists,GameID,GameMode,baronKills,bountyLevel,champExperience,champLevel,championName,damageDealtToObjectives,damageSelfMitigated,deaths,dragonKills,firstBloodAssist,firstBloodKill,gameEndedInSurrender,goldEarned,goldSpent,individualPosition,inhibitorKills,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,kills,lane,largestCriticalStrike,largestKillingSpree,longestTimeSpentLiving,magicDamageDealtToChampions,magicDamageTaken,nexusLost,objectivesStolen,physicalDamageDealtToChampions,physicalDamageTaken,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerId,teamEarlySurrendered,teamId,timeCCingOthers,timePlayed,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,trueDamageDealtToChampions,trueDamageTaken,turretTakedowns,turretsLost,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win
0,10,4035109691,CLASSIC,0,0,19015,18,Ryze,16159,24250,8,0,False,False,False,16765,15825,MIDDLE,0,3,3157,6656,3040,3111,3110,3102,3363,6,TOP,0,2,510,30917,8547,1,0,1274,18050,269,61,403,6,3,12,4,4,y0kr7LjVJmHhvCboAgHtjTHnwhvHWp8NHE3IQKCZ7md22FvF,False,200,39,2306,32288,0,29247,6176,0,265,458,301,96,2649,2,9,9,3,0,9,False
0,12,4035109691,CLASSIC,0,0,13092,15,Caitlyn,5719,7764,10,0,False,False,False,12339,11525,BOTTOM,0,3,2421,6671,3036,3094,3006,0,3363,1,BOTTOM,802,0,423,1455,4681,1,0,20873,18094,43,71,20,6,5,4,5,7,M3tAN0SZ9sqE1Y9iWS9sxDlGFy2YevTiDyeOkPDPphtpf_o,False,200,26,2306,22553,0,23256,4320,359,189,77,326,224,480,2,9,40,5,5,17,False
0,4,4035109691,CLASSIC,0,0,12062,14,Pyke,1057,13108,13,0,False,False,False,13795,13100,UTILITY,0,3,3117,3142,3857,3814,6691,6609,3364,10,BOTTOM,0,4,352,0,10662,1,0,11361,17219,58,54,40,15,5,14,5,4,fFedg6gKkbVJCBiIC-pZMXhX1NvOvGrz0fXbaiE9Q3Hyahw,False,200,39,2306,15598,0,28847,5249,0,40,137,352,4237,965,0,9,64,0,5,37,False
0,7,4035109698,CLASSIC,0,0,13435,15,Gwen,13079,16715,7,0,False,False,False,10784,9850,TOP,1,0,3108,1056,4633,3111,3115,3191,3340,5,TOP,0,2,343,9252,3524,0,0,3335,18699,83,18,109,29,5,14,3,12,zjnnMPnCaqJDlOcLLfXI8gJNFwWTW4RCRfjPXArBPXRioHY,False,100,5,1398,17903,0,22973,6397,0,160,80,181,5316,749,6,2,9,0,2,5,True
0,10,4035109698,CLASSIC,0,0,9262,12,LeeSin,14615,17827,9,2,False,False,False,9547,8925,JUNGLE,0,0,3111,6630,3123,6695,0,0,3340,8,JUNGLE,0,4,380,2407,11052,0,0,10472,15023,142,109,99,7,4,4,17,11,lE-6sJAqY-gIlYGEsNJAuGKEropiacidzFZOYKyxQ9_Ke8mQxsrRGMsO6w,False,100,19,1398,13757,235,26993,6793,0,19,284,214,878,917,4,2,24,7,2,14,True
0,10,4035109698,CLASSIC,0,1,10959,13,Qiyana,2308,7036,5,0,False,False,False,8848,7450,MIDDLE,0,0,6693,3158,3134,3123,3133,0,3340,5,MIDDLE,0,3,260,1636,8236,0,0,17127,6368,89,103,27,9,4,14,3,4,K5kHZJ-CgNqGNX2qAGXQLsaP1GUDHyrlBZLOIZJZSJZdT14,False,100,18,1398,19126,0,15277,3824,0,126,62,112,362,672,3,2,13,0,1,7,True
0,6,4035109698,CLASSIC,0,3,10754,13,Samira,9203,6590,2,0,False,False,False,12872,11175,BOTTOM,0,0,1055,6673,3033,6676,3006,0,3363,11,BOTTOM,460,5,1010,2634,4632,0,0,12504,8097,64,7,18,4,2,4,3,1,2o0aEqlCtwaGx1hbTRhgQKyIOymQtd2YXKoy-jWJzjvVPdQ,False,100,3,1398,15570,0,12835,4180,0,174,11,74,432,104,6,2,15,3,1,7,True
0,11,4035109698,CLASSIC,0,2,9208,12,Zyra,3404,3684,4,0,False,False,False,8816,6800,UTILITY,0,0,2031,3853,6653,3020,3916,1026,3364,5,BOTTOM,0,3,532,14486,5594,0,0,1312,3962,69,79,51,7,4,14,3,4,jCsjuAX-WYK359eWM7ZRDbWujcC22Tu-SRbl0JdNeHaT3rk,False,100,35,1398,16281,0,9797,1304,0,35,186,98,482,240,1,2,46,2,5,21,True
0,7,4035109698,CLASSIC,0,0,10528,13,Kled,7104,18374,7,0,False,False,False,9514,9275,TOP,0,1,1055,3074,3111,6692,3133,0,3340,5,TOP,0,2,360,0,10383,1,0,16642,15535,76,0,32,5,3,4,3,12,WyGgkY5yBXA9rLFPhe8y9gtgnY3RrllH6Xa4U1KGNmb5mq4,False,200,4,1398,16642,0,29094,4729,0,98,57,232,0,3175,2,8,8,1,1,5,False
0,5,4035109698,CLASSIC,0,0,10079,13,Amumu,17113,19912,8,1,False,False,False,9410,9175,JUNGLE,0,1,2031,6656,3076,3111,3165,3191,3364,7,JUNGLE,2,4,348,7531,6348,1,0,985,15007,55,78,103,8,12,11,2,4,NDK5lovChABHIQuUbY-3ZdfpfOhDZoqKZ8S7X5HhrgufyUM,False,200,29,1398,9676,0,23775,5550,0,25,149,230,1158,2419,0,8,14,1,3,2,False
0,6,4035109698,CLASSIC,0,0,10016,13,Akali,1730,12123,6,0,False,True,False,10035,9775,MIDDLE,0,1,3108,4637,4633,3020,3191,0,3364,9,MIDDLE,0,5,574,16154,5888,1,0,1453,15076,106,24,66,16,4,4,5,14,8xVP-MX_njqp0vMkNuZqO502AwlHtoHOhbEEN7GFVc-jLxu1,False,200,2,1398,19072,0,21600,3264,0,115,44,152,1465,635,0,8,12,1,3,3,False
0,1,4035109698,CLASSIC,0,0,9310,12,Ezreal,1644,6543,9,0,False,False,False,7603,6300,BOTTOM,0,1,1055,2003,6632,3070,3133,3158,3363,4,BOTTOM,0,2,270,3106,6240,1,0,9424,10503,177,32,14,6,3,7,3,4,SUVnqkp1Rfuax5gGIknuX0iCh9aNwMjJB_2b6VK-M48xbqY,False,200,0,1398,12557,0,17730,1840,21,143,0,176,26,986,0,8,9,0,1,6,False
0,13,4035109698,CLASSIC,0,0,8421,11,Yuumi,865,3389,4,0,False,False,False,6702,6625,UTILITY,0,1,6617,6616,1082,3853,1004,1033,3364,2,BOTTOM,0,0,594,5345,3193,1,0,453,6324,39,99,54,6,4,7,3,3,S2mtv7o22H_Zt6_AZicdcC7vkUUXH385GhEczVS7QXIoMPY,False,200,11,1398,5833,2537,9770,10534,8745,7,28,97,34,252,1,8,27,5,3,16,False
0,9,4035109705,CLASSIC,1,2,22889,18,Jayce,16116,28373,6,1,False,False,False,17146,14600,TOP,1,2,3814,6692,3158,3042,6694,3134,3340,9,TOP,0,4,671,4153,13867,0,0,34467,16579,194,96,107,147,6,4,3,12,a7-ZwYsc8uAfwr6NkqxZLyTt8nMeai0HDgY6pBI2HbslyoG4,False,100,8,2595,38764,0,32653,8875,0,248,271,250,144,2205,2,9,22,0,1,11,True
0,9,4035109705,CLASSIC,1,1,23006,18,Graves,63342,26080,5,1,True,False,False,18703,16925,JUNGLE,0,2,6692,6676,3006,3036,3033,3031,3364,7,JUNGLE,615,3,810,1275,18782,0,1,24732,16658,132,31,57,14,7,4,20,11,xd6G_2BvD4axrn4HHDXJ2TaXQv68kfGRNRt3UKyIc4KlGWQ,False,100,24,2595,26526,0,36548,16473,0,142,584,226,518,1107,5,9,33,3,6,3,True
0,11,4035109705,CLASSIC,0,5,23408,18,Fizz,15071,23512,1,1,False,True,False,19778,17175,MIDDLE,0,2,3100,3157,3158,3041,6655,3089,3340,17,MIDDLE,0,12,1688,35487,17462,0,0,3220,10766,41,119,137,25,6,4,6,14,ZqSCJojjL5MztzSMWNKVuK2Gv9vueJt7a37F9umdJ4KMEGvZ,False,100,26,2595,39885,0,31911,6971,0,228,238,47,1176,3683,4,9,37,4,2,17,True
0,10,4035109705,CLASSIC,0,2,20295,18,Senna,5102,14959,5,0,False,False,False,17778,15325,BOTTOM,1,2,3042,6672,3124,3009,3094,3095,3340,6,MIDDLE,382,3,862,627,11232,0,0,15392,10434,99,37,25,9,4,4,7,7,bB92Rw8eAMNZFLFmj7Duq_2Ve733TiKKiubEcNz0UtjZaMs,False,100,38,2595,17408,1192,23444,12102,2844,254,185,189,1388,1777,5,9,20,1,2,11,True
0,30,4035109705,CLASSIC,0,1,19995,18,Lulu,2351,17258,3,1,False,False,False,11320,9325,UTILITY,0,2,3860,6617,3107,3117,3504,3916,3364,1,MIDDLE,0,0,344,5928,12276,0,0,839,5126,86,93,95,13,6,4,4,14,1G4il5uV0HbbTN93Hz8QojmeCtfLEoHN2GYBO9SUVKRaVCQ3yTM6SpQ5pg,False,100,51,2595,9276,11450,19375,16372,10616,36,440,47,2508,1972,3,9,54,3,1,32,True
0,3,4035109705,CLASSIC,0,0,21682,18,Yorick,10154,34930,5,0,False,False,False,17680,17225,TOP,2,2,3748,6632,3065,3047,3026,6609,3340,6,TOP,0,2,733,6582,10777,1,0,10374,26570,167,18,60,16,6,4,6,14,pHTbxGI1_psDWrhYhP_KDS-n-LHNLiAOzBwaBfC6duaX168e,False,200,7,2595,18031,0,39740,11390,0,295,96,183,1074,2393,6,10,37,3,1,17,False
0,7,4035109705,CLASSIC,0,0,17946,17,Shyvana,22237,29918,13,1,False,False,False,13376,13705,JUNGLE,0,2,6655,3020,3089,3165,1026,1043,3364,0,JUNGLE,0,0,673,22910,17623,1,0,1085,33986,144,151,150,17,18,11,10,3,FkMyQue0Bw3HKzGQfHUYqsoyo77NnhZt1EABQT3Ml0hmNyw,False,200,7,2595,24418,0,52337,11491,0,100,188,473,422,727,5,10,17,0,5,2,False
0,4,4035109705,CLASSIC,0,0,17461,17,Ahri,6596,11966,12,1,False,False,False,14120,13490,MIDDLE,0,2,6656,3040,4628,4630,3158,3916,3340,7,MIDDLE,0,3,372,16117,12072,1,0,1351,22850,148,107,51,54,8,4,5,12,Bjx42cVO1ebKUkKvomuKVXdcciQMd3GHkfOvMTA0m_xAczJE,False,200,52,2595,25245,0,36044,6004,0,190,191,456,7776,1121,5,10,29,2,1,17,False
0,6,4035109705,CLASSIC,0,0,16540,17,Ezreal,11038,16220,6,0,False,False,False,16822,16750,BOTTOM,0,2,3158,6632,3042,6676,6694,3074,3340,6,BOTTOM,639,4,805,9996,7985,1,0,18902,22959,410,58,45,11,6,7,6,4,RL55k7tB7GYzA_OOYtS-ApYIUmOiOw5fF2RdTzSdMILC9sU,False,200,7,2595,29706,0,32161,4982,555,256,132,262,808,1216,7,10,14,0,1,8,False
0,11,4035109705,CLASSIC,0,0,14871,16,Yuumi,2296,3899,5,0,False,False,False,9673,7885,UTILITY,0,2,3853,3011,3108,1082,6655,1052,3364,1,BOTTOM,0,0,794,15198,2287,1,0,590,6737,61,174,77,13,5,3,5,14,kp2EF_jLwQNiswNNgltoYCV3Vwa2_usx8RfjSxgfax7Q1pgSFDs0v-RqSw,False,200,18,2595,16455,3286,9302,15450,15208,8,57,201,666,277,6,10,57,2,4,18,False
0,8,4035109713,CLASSIC,0,2,18499,18,Aatrox,16712,40076,4,0,False,False,False,14593,12750,TOP,0,0,6630,3047,3053,3075,3133,1031,3340,11,TOP,16,4,998,369,13391,0,0,28124,29110,202,34,87,10,3,4,3,12,Zfqm7bcVBUwIsFyMvUitg9wSkoSoU44pbQsGOMKXGUUXHQFQ,False,100,26,2016,28584,0,44797,24537,0,214,217,155,90,2295,4,3,13,0,0,8,True
0,8,4035109713,CLASSIC,0,0,15501,16,Tryndamere,37539,23661,5,3,False,False,False,12566,12450,JUNGLE,0,0,6672,3031,3006,6675,1042,1036,3340,6,JUNGLE,1567,4,761,0,6938,0,0,8496,31150,34,20,121,5,6,6,18,11,SY50cQLrKnw3NrnV3YaMzSl3SNpUiwZ57M1emZjGJu7USHs,False,100,13,2016,10673,0,38263,19430,0,42,248,223,2176,174,1,3,16,0,1,7,True
0,17,4035109713,CLASSIC,0,0,16748,17,Galio,5816,39998,7,0,False,False,False,13091,12900,MIDDLE,1,0,3152,3157,3047,4637,3165,0,3340,5,MIDDLE,0,2,566,20200,5324,0,0,509,18289,89,24,39,5,4,4,4,12,CL6h34pk07OsggOUms3F0LzPzEj5JWMtGtiVWytO7SgL9VQ,False,100,47,2016,20777,1575,24828,462,0,211,122,246,68,1214,3,3,19,0,0,11,True
0,10,4035109713,CLASSIC,0,0,13857,15,Twitch,7749,7677,4,0,False,False,False,12424,12600,BOTTOM,1,0,3036,6671,3085,3006,3123,3086,3363,3,BOTTOM,372,2,907,514,6239,0,0,10852,10359,33,41,32,8,5,7,4,4,ggOrctF30GN1-i6Yvo2bntWj1ktjfisErqzlC10c7aEtOrVL,False,100,8,2016,13228,0,16762,5944,902,206,369,106,1861,163,3,3,15,0,2,4,True
0,17,4035109713,CLASSIC,0,0,12519,14,Velkoz,4586,5812,4,0,False,False,False,8214,7100,UTILITY,1,0,3853,2420,6655,1082,3191,3020,3364,0,BOTTOM,0,0,1071,14936,6155,0,0,396,7463,125,86,39,8,5,4,7,3,jn1UylQncXHS9Uaz9cYsi6Y6J0_jYAVhUS3fsTgcJjHAMnQ9,False,100,29,2016,18842,0,13852,1722,0,46,222,54,3508,233,2,3,75,2,2,32,True
0,4,4035109713,CLASSIC,1,0,16105,16,Jax,17581,28189,4,0,False,True,False,12320,12425,TOP,0,3,3748,3153,1028,1028,3047,6632,3364,5,TOP,0,2,1120,3982,6145,1,0,14064,20560,52,127,56,8,4,4,5,14,dS-leIPQ9xcK5yUD78oKD5amMiSJAvNeqeW6onHH7kKJvhmv-qi_W6DcCQ,False,200,20,2016,19008,0,29718,6015,0,179,90,110,962,3012,1,9,20,1,1,10,False
0,8,4035109713,CLASSIC,0,0,15602,16,Diana,16602,32208,8,2,False,False,False,12695,11200,JUNGLE,0,3,3157,3152,1058,1082,3020,3165,3340,6,JUNGLE,0,2,466,16104,12554,1,0,2136,17239,118,65,71,12,16,11,3,4,RybtpVXQoHCE9J0JJaVTSxmFm_yDPr11dtvLmSar2DNwbZaq,False,200,12,2016,18470,0,31373,6313,0,65,221,309,230,1579,1,9,21,0,0,10,False
0,4,4035109713,CLASSIC,0,0,15547,16,Yasuo,14598,31640,8,0,False,False,False,11136,10450,MIDDLE,0,3,1055,3006,6673,3031,3035,1018,3340,3,MIDDLE,668,0,539,1007,9729,1,0,16375,16004,247,8,91,7,5,4,3,14,k-bb_s1kHgi3zyVxshLkAg7IECn1Y9FQdrEtEfACLDC3AwI_,False,200,28,2016,18322,0,27254,2503,0,184,143,320,940,1521,0,9,16,0,2,7,False
0,5,4035109713,CLASSIC,0,0,15424,16,Jhin,4707,8575,2,0,False,False,False,14171,13675,BOTTOM,0,3,3094,6671,3009,3036,3031,0,3363,9,BOTTOM,1386,5,1789,3749,6809,1,0,24852,10625,73,26,41,29,4,4,5,7,Vhyv43jxRRt3H2Yyp61rnXGyDEaGa74mL_D-lsNk6HjbJgc,False,200,33,2016,29817,0,18290,3283,579,223,192,50,1214,856,2,9,19,3,0,9,False
0,15,4035109713,CLASSIC,0,0,13749,15,Yuumi,1831,7685,3,0,False,False,False,7858,7450,UTILITY,0,3,3853,6616,1028,3114,3114,6617,3364,1,BOTTOM,0,0,1510,10494,3031,1,0,1078,6343,79,137,71,9,4,14,6,3,G41GbcFJJ8IuoPt4p23bFNcOxjSDJY9qSqZ7e7m2G3HDdpaA,False,200,30,2016,12307,5385,10110,24019,21316,3,78,83,734,734,2,9,27,2,1,14,False
0,2,4035109721,CLASSIC,0,0,9407,12,Jax,1426,12126,5,0,False,False,True,7820,7843,TOP,0,0,1001,3153,3078,0,1054,0,3340,3,TOP,0,2,695,1911,2333,0,0,5501,14295,35,51,23,4,4,4,3,12,Kopoj3IUDy4AdGRI75kKulI0md7nl-fUyCA19QiuqcO3aND7,False,100,8,1335,7492,0,17806,1133,0,126,107,171,80,1177,0,7,8,0,1,5,False
0,3,4035109721,CLASSIC,0,0,8196,11,Kayn,2815,9275,4,0,False,False,True,6886,5250,JUNGLE,0,0,6691,2031,3070,0,3117,0,3340,2,JUNGLE,0,2,538,573,3860,0,0,6544,13054,88,44,30,10,4,4,7,11,lZlYJtMfcVR-YLQK--RoxXajJ7m0RD61naMLkvp4iet8JQrL,False,100,5,1335,7213,0,17320,7016,0,16,185,68,95,405,0,7,15,2,1,8,False
0,2,4035109721,CLASSIC,0,0,9634,12,Yasuo,3018,11261,8,0,False,False,True,7692,7625,MIDDLE,0,0,1055,1037,3006,6673,1038,0,3340,2,MIDDLE,397,0,354,1005,5173,0,0,5223,8314,143,6,94,1,3,14,2,4,bsecGT4FyK2zCZOnLoFS1hzRERCn-gGKAc4KM0390QkGgvk,False,100,6,1335,6595,0,14679,2750,0,135,82,171,365,1191,1,7,8,0,1,6,False
0,3,4035109721,CLASSIC,0,0,8164,11,Jhin,656,2004,3,0,False,False,True,7118,6200,BOTTOM,0,0,1055,3006,6671,3134,0,0,3340,2,BOTTOM,606,0,524,358,3811,0,0,3418,2649,57,21,21,5,2,4,2,7,YhZJCDQfsWdZSGTKSGEkZwIkiqZQmntjKt26MeDFb61K6Q8,False,100,14,1335,3776,0,6713,1390,180,152,44,37,0,252,0,7,8,0,1,6,False
0,4,4035109721,CLASSIC,0,1,6879,10,Morgana,89,3068,4,0,False,False,True,5789,4100,UTILITY,0,0,3853,4005,3020,0,0,0,3364,2,BOTTOM,0,0,846,6812,5782,0,0,439,3417,52,47,10,4,3,4,4,14,4LDsXSrlexSELme_TkIw5Af9iMOVCItUWk373NpWbWH5dkQ,False,100,45,1335,8104,202,9431,930,0,8,70,82,852,231,0,7,17,1,1,9,False
0,4,4035109721,CLASSIC,0,1,12164,14,Urgot,7986,11003,2,0,False,False,True,10848,9270,TOP,0,0,6630,2031,3748,3067,1055,3047,3340,7,TOP,0,5,582,0,2596,0,0,13455,9209,17,70,13,8,2,4,1,12,ROYp5Ja-9RTLP8mvycdUVQgp8dtvlmEKUZffkfRwy07U7eEE,False,200,22,1335,14171,0,11939,2376,0,144,216,62,716,132,4,1,14,0,2,7,True
0,5,4035109721,CLASSIC,0,0,9349,12,Kindred,26396,7797,5,3,False,True,True,8266,8150,JUNGLE,0,0,6672,2031,3006,6676,0,2055,3340,4,JUNGLE,391,2,637,1450,2756,0,0,5557,14717,92,37,28,3,2,4,12,11,wccv0W3tcr183HCoQ6xTrK65tK5Gf7txtfyIWr-cOJnHyx8,False,200,5,1335,7671,0,17903,9163,2070,21,75,110,662,429,3,1,18,3,1,6,True
0,7,4035109721,CLASSIC,0,0,10963,13,Diana,6345,12377,1,0,True,False,True,9562,8975,MIDDLE,0,0,3100,3152,2421,3020,1029,0,3340,7,MIDDLE,0,7,1324,13206,2438,0,0,1707,8378,69,36,38,8,3,4,5,14,rQNT23i3rn2yK2l5_D5GU2ejaIy1LFiw0gCFJkjOY-R_bEjt,False,200,4,1335,15701,0,11355,2729,0,121,18,0,788,539,3,1,13,1,1,7,True
0,2,4035109721,CLASSIC,0,5,10628,13,Tristana,5194,3114,0,0,False,False,True,9650,8750,BOTTOM,0,0,6676,6672,3006,1018,0,0,3363,5,BOTTOM,416,5,0,983,1951,0,0,5044,4864,9,15,14,2,0,7,2,4,AdyrSTVqWL1L-dEyOEN0a1_rMJl6IKlRk1orj3bA86YFpsI,False,200,1,1335,6506,0,6900,3147,0,170,7,0,478,85,1,1,16,2,1,7,True
0,7,4035109721,CLASSIC,0,0,6862,10,Lux,1222,2933,3,0,False,False,True,5697,4300,UTILITY,0,0,2031,3851,2055,1001,6655,0,3364,1,BOTTOM,0,0,511,4102,1849,0,0,87,3149,28,26,70,2,3,4,2,14,XOasKQ_gYttIEBPCH7kkO7CUKpWtKhG5EUGFUHR9bo_4k6E,False,200,19,1335,4803,502,5204,137,0,8,82,68,613,206,3,1,30,2,1,13,True
0,8,4035110183,CLASSIC,0,4,18990,18,Garen,21096,43067,5,0,False,False,False,17967,14575,TOP,1,0,3053,6631,3006,3033,3742,3133,3340,14,TOP,749,5,541,0,3060,0,0,19747,27063,84,16,81,11,3,12,5,4,XP4nLrzpPSfPS82wkO4JR-k3bxQhwlboT0pmVwmT7Ex7Hww,False,100,37,1874,27191,0,33922,4926,0,222,266,166,7443,3797,9,4,27,1,3,11,True
0,12,4035110183,CLASSIC,1,1,15426,16,Ekko,27970,18020,3,1,False,False,False,13064,11825,JUNGLE,0,0,2031,3152,2421,3100,3089,3020,3364,8,JUNGLE,0,3,1177,17139,4652,0,0,1718,24605,115,33,65,8,5,4,18,11,1yJPKVMia9l7rqRlzH4JY2VN0jbgeLrlnl52zUUxLqdht6U,False,100,15,1874,19944,0,30307,16469,0,28,541,55,1086,1049,3,4,19,1,2,2,True
0,7,4035110183,CLASSIC,0,1,15629,16,Qiyana,4351,10050,8,0,False,False,False,12934,11175,MIDDLE,0,0,6693,6694,1036,3158,6695,1036,3364,8,MIDDLE,0,2,325,1987,7309,0,0,17997,11405,108,122,28,6,3,4,2,14,lDAzR49q-IbP4yCBpOAIZo33MZ4BVTz35XTYqcnnSJEnl8A,False,100,14,1874,20206,0,21734,2435,0,163,39,259,222,3020,3,4,33,3,7,6,True
0,16,4035110183,CLASSIC,0,1,12948,14,Lucian,9920,6400,6,0,False,False,False,12468,11025,BOTTOM,0,0,3508,2031,6694,1055,3158,6672,3363,8,BOTTOM,451,6,389,1167,2805,0,0,21179,10402,85,49,66,8,6,7,5,4,7xAr8PtSTQwivoCKXS_JYyAttTeoZWETBXZxskfsSf7NLdo,False,100,3,1874,24838,0,14176,2663,516,157,60,135,2492,969,2,4,16,1,5,8,True
0,21,4035110183,CLASSIC,0,0,11586,14,Morgana,2205,7748,5,0,False,False,False,9045,8100,UTILITY,2,0,3157,3853,6653,2055,0,3117,3364,3,BOTTOM,0,0,462,9791,3916,0,0,849,7369,34,48,24,4,6,14,5,4,pgKrRRsVvENJ1XPIaSDKOYF251QQe0wErk1S1IeWaQsZosY,False,100,44,1874,11084,1731,12663,2432,0,13,68,110,444,1377,4,4,86,12,8,45,True
0,3,4035110183,CLASSIC,0,0,12107,14,Darius,6839,27431,11,0,False,False,False,9679,9883,TOP,0,3,3047,3078,3053,1011,3076,0,3340,2,MIDDLE,2,0,275,31,6241,1,0,13115,22567,88,73,15,5,5,6,4,4,bSc0AZ8HDB--IniR9CeGcaFA1oOKuNH8HtB2LHUBF5TcbFs,False,200,18,1874,15143,0,32109,4905,0,147,77,308,1996,3301,1,10,15,0,1,10,False
0,7,4035110183,CLASSIC,0,0,11285,13,JarvanIV,13820,23753,8,2,False,False,False,10590,9600,JUNGLE,0,3,3047,2031,6630,3053,3133,3067,3340,6,JUNGLE,0,3,698,1869,8157,1,0,15127,18395,84,60,60,16,3,4,19,11,TjxkkWDTIZJe-aWf2BnhMeQ_JASikPHv1EaSD0UFhbl8lQQ,False,200,22,1874,18088,0,30344,7572,0,38,364,239,1092,3791,1,10,26,0,3,10,False
0,6,4035110183,CLASSIC,0,0,12952,14,Ahri,735,16571,11,0,False,False,False,10057,9350,MIDDLE,0,3,6656,3157,1028,2033,3020,3916,3363,5,MIDDLE,0,3,271,10715,6894,1,0,1571,20891,101,96,43,28,6,14,4,4,hcB9On9-Z2OhHeU9BVpT0THqF70ffN_QtTfUm6jlQ9HEYAP75QiX043Rew,False,200,25,1874,16772,0,30535,6650,0,141,86,315,4484,2749,0,10,17,2,2,11,False
0,3,4035110183,CLASSIC,0,0,14269,15,Tristana,14832,7535,4,1,False,True,False,16035,16025,BOTTOM,0,3,3006,3031,6672,1038,3046,3036,3363,12,BOTTOM,778,5,766,2453,5568,1,0,18662,12982,39,33,31,6,3,7,4,4,sY7bemDqMtDXy869Tts6jLJM4pqDg0egF7DRsiRVmjuKBbiM,False,200,4,1874,22921,0,19165,7964,41,231,31,60,1804,614,2,10,44,1,7,11,False
0,9,4035110183,CLASSIC,0,0,9971,13,Leona,846,21078,7,0,False,False,False,8018,7725,UTILITY,0,3,3860,3190,3050,3801,2055,3117,3364,2,BOTTOM,0,0,752,3301,4663,1,0,1953,13001,33,19,20,8,3,4,5,14,vej-Kc7IA_BuVj45vmvQPhArUM77jg0g9FZ8NCh6YXdjgG8,False,200,25,1874,6090,307,18894,585,364,36,45,247,836,1229,2,10,59,7,9,30,False
0,6,4035110196,CLASSIC,0,1,11009,13,Sejuani,3110,23691,5,0,False,True,True,9482,8075,TOP,0,1,2033,3047,3075,1054,3068,0,3340,3,TOP,22,2,704,6325,6782,0,0,8035,12030,34,78,19,8,1,12,3,4,gl2RvRwxEM6fQDvbclByt7WwgSPppadMlUIgdxvmSUbUpxw,False,100,24,1676,14360,0,22862,2221,0,142,162,160,0,4049,1,6,15,1,1,10,False
0,3,4035110196,CLASSIC,0,0,9992,13,Olaf,10228,20920,7,1,False,False,True,8576,8425,JUNGLE,0,1,3111,6630,3053,1029,1029,0,3364,5,JUNGLE,0,3,755,0,7057,0,0,8425,19039,142,35,73,5,12,11,4,6,reQCF2HrhLnOin7v1KukfWYVq4D-umCIsz2nqvf093kYlJ8,False,100,12,1676,14638,0,29626,10230,0,36,392,212,6213,3529,0,6,25,3,3,4,False
0,5,4035110196,CLASSIC,0,0,9947,12,Orianna,3563,8724,9,0,False,False,True,7844,7550,MIDDLE,0,1,6655,3108,3191,3070,3020,1056,3364,2,MIDDLE,0,0,645,12768,5977,0,0,894,11852,120,73,29,8,4,4,5,1,RmVgF8p6wR2I0s3tLPFoAAWYCicrW6fNxtasmrWSjcudZCQc,False,100,20,1676,13735,1016,18673,614,0,137,280,266,72,844,0,6,17,4,1,12,False
0,6,4035110196,CLASSIC,0,0,10184,13,Jinx,4779,7531,6,0,False,False,True,9200,8250,BOTTOM,0,1,3085,6672,3123,0,3006,0,3340,4,BOTTOM,338,0,559,408,5241,0,0,13782,10642,138,61,9,5,4,4,4,7,tHbrthHbF8rBxhzKMZXXl5De6AxKYNp5gTsZmU3xmFeYRls,False,100,24,1676,15405,0,16770,1942,459,171,115,136,1214,886,0,6,16,0,2,9,False
0,4,4035110196,CLASSIC,0,0,8560,11,Karma,427,7465,5,0,False,False,True,5808,5200,UTILITY,0,1,3853,3070,3158,6653,0,0,3364,0,BOTTOM,0,0,584,12045,3984,0,0,40,6668,82,17,90,51,2,4,2,3,hqsO9CkGyQ6It_nt1-Ksgy1STV4jZ2ufsap_6lOJ4K7JU7g,False,100,20,1676,12419,1463,10674,604,0,32,254,111,333,22,0,6,21,2,2,14,False
0,2,4035110196,CLASSIC,0,8,17092,17,Fiora,6153,21656,4,0,False,False,True,14493,10475,TOP,0,0,3044,3047,6630,1054,1037,3074,3363,12,TOP,620,8,242,1340,8108,0,0,17157,19386,135,16,64,7,3,4,2,12,s3qDHJGy75fge9J-VGOpAwTnIrvNUQymavAH00_DQ_AfMX4,False,200,12,1676,25874,0,31383,17445,4205,213,162,88,7376,3888,2,1,29,2,1,10,True
0,7,4035110196,CLASSIC,1,8,12583,14,JarvanIV,16681,23135,3,1,False,False,True,11610,8575,JUNGLE,1,0,6630,0,2031,3053,3076,3047,3364,10,JUNGLE,0,8,373,1715,9708,0,0,10594,16209,95,57,61,12,5,4,20,11,UUkwH90gimE585Ar-R_6z_L-jLYbXyqKEAFSradthBOace8,False,200,19,1676,12943,0,27554,10129,0,30,397,56,634,1636,1,1,31,1,8,5,True
